,EEG.Fp1,EEG.Fz,EEG.F3,EEG.F7,EEG.FT9,EEG.FC5,EEG.FC1,EEG.C3,EEG.T7,EEG.TP9,EEG.CP5,EEG.CP1,EEG.Pz,EEG.P3,EEG.P7,EEG.O1,EEG.Oz,EEG.O2,EEG.P4,EEG.P8,EEG.TP10,EEG.CP6,EEG.CP2,EEG.C4,EEG.T8,EEG.FT10,EEG.FC6,EEG.FC2,EEG.F4,EEG.F8,EEG.Fp2,EEG.AF7,EEG.AF3,EEG.AFz,EEG.F1,EEG.F5,EEG.FT7,EEG.FC3,EEG.C1,EEG.C5,EEG.TP7,EEG.CP3,EEG.P1,EEG.P5,EEG.PO7,EEG.PO3,EEG.POz,EEG.PO4,EEG.PO8,EEG.P6,EEG.P2,EEG.CPz,EEG.CP4,EEG.TP8,EEG.C6,EEG.C2,EEG.FC4,EEG.FT8,EEG.F6,EEG.AF8,EEG.AF4,EEG.F2,EEG.FCz,number
10,0.04475494,0.003979,0.02413332,0.013129683,0.008927877,0.01947716,0.0046542007,0.02439072,0.01927533,0.10044174,0.039969493,0.0036375646,0.019634448,0.031842794,0.046451923,0.023529802,0.017218273,0.02836897,0.03732642,0.032701507,0.09213309,0.044582702,0.010069658,0.012916018,0.039571833,0.005267653,0.0033773591,0.0024391268,0.006371559,0.008040007,0.018667081,0.027282497,0.016048597,0.024571812,0.0078481175,0.018624784,0.013883175,0.017870238,0.008927013,0.08484955,0.02908174,0.021348614,0.005614191,0.036975916,0.032526188,0.012813342,0.015745947,0.025252767,0.040259562,0.061536524,0.020757642,0.007425992,0.014398555,0.046449583,0.124885134,0.0064895605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11,0.047501013,0.003780758,0.023703266,0.010155932,0.0055876253,0.020478493,0.0038761653,0.019104525,0.016931811,0.09401511,0.041404784,0.004191865,0.02083247,0.028884478,0.042379115,0.029845059,0.017160915,0.02784853,0.03367594,0.037990343,0.08402281,0.05271765,0.012987724,0.011844678,0.05740681,0.010325013,0.0029324088,0.0025927788,0.006836299,0.009061388,0.01748951,0.03396196,0.014755879,0.015921311,0.009753942,0.027473899,0.013505506,0.02074237,0.009670305,0.07232917,0.026580712,0.020199165,0.0049245516,0.05246397,0.025273876,0.012827734,0.015171096,0.02481258,0.04767826,0.058745544,0.018325519,0.0076598944,0.014282826,0.03135241,0.063066185,0.005453858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12,0.063901395,0.004364044,0.030702809,0.010397548,0.006799202,0.017759738,0.0045067454,0.018344805,0.01417818,0.08483273,0.042008024,0.00504659,0.029983053,0.028628046,0.03419441,0.030336753,0.019703524,0.03662912,0.04669663,0.034020446,0.09134194,0.04736803,0.007055517,0.009140684,0.048451055,0.0097977,0.00491776,0.002900654,0.005710351,0.010911355,0.020815425,0.039650854,0.010836782,0.018461715,0.009468608,0.028250199,0.015651988,0.0217181,0.011983608,0.07350283,0.024390774,0.018865196,0.0069070305,0.052126557,0.03296043,0.013364604,0.018410822,0.021424808,0.04569966,0.07113585,0.025781339,0.0066518625,0.010379442,0.03007455,0.070316225,0.010494507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
13,0.047372017,0.005007978,0.028338809,0.012376024,0.006286916,0.015770102,0.0035453981,0.024729284,0.014841889,0.119623184,0.044311345,0.005543098,0.026156189,0.03491471,0.04707486,0.036040694,0.026994456,0.030357437,0.034921575,0.043613613,0.090130925,0.047145184,0.007492561,0.010733235,0.04218308,0.010761499,0.0035941985,0.004357774,0.0051505747,0.012723102,0.027593574,0.04751919,0.009524513,0.012289209,0.007311494,0.017329281,0.014248433,0.020981979,0.010188286,0.06861405,0.02974366,0.021393916,0.0048682704,0.055894822,0.038551733,0.014317253,0.024408462,0.02465505,0.040364563,0.07037172,0.020612061,0.0058800476,0.013599157,0.028159317,0.08964639,0.010563383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14,0.053128496,0.0050827265,0.033167418,0.011975811,0.0065242657,0.021785012,0.0036031061,0.025434008,0.016433826,0.153338,0.035826292,0.0064332453,0.027234089,0.02609913,0.031427033,0.035143387,0.024488533,0.025271099,0.042197715,0.037723165,0.08202139,0.046710394,0.011380374,0.0096669,0.049545087,0.010017622,0.004994091,0.0043243812,0.0066957357,0.011023087,0.027947579,0.047485005,0.017280424,0.011087097,0.007064547,0.020279419,0.015913958,0.02407063,0.011676819,0.055894233,0.029699331,0.024256293,0.003730247,0.07031267,0.043059226,0.02306835,0.024384964,0.027572019,0.038448244,0.053157408,0.027717026,0.00552857,0.016522933,0.03742781,0.08111854,0.008342757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
15,0.06250066,0.004197898,0.033903178,0.011618008,0.007448852,0.02043026,0.0031879698,0.02006101,0.013358383,0.1075737,0.044352096,0.0056742476,0.017815279,0.037496045,0.032015365,0.041233867,0.02053084,0.030607663,0.03678964,0.033179123,0.07940875,0.05107325,0.012761762,0.010361451,0.06233718,0.011302028,0.0042509492,0.0034521844,0.0053540193,0.008527937,0.035365116,0.048534736,0.01645035,0.0121505,0.0073231705,0.021324417,0.01877648,0.016163206,0.009715862,0.06782318,0.03367839,0.018830175,0.0060186866,0.04804581,0.035534084,0.019477217,0.028861502,0.035737336,0.038168866,0.07409698,0.014959904,0.005595089,0.013866158,0.03196727,0.105918884,0.0071086227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
16,0.07233573,0.0045184493,0.03722241,0.012717958,0.010663716,0.017409129,0.004792608,0.017781828,0.014552096,0.0942741,0.04426715,0.0060635987,0.03184185,0.046506837,0.046860307,0.029448828,0.023370069,0.020849878,0.03331673,0.02925918,0.06416184,0.045484766,0.008296799,0.011362749,0.05867442,0.010202197,0.003928206,0.004964603,0.0066716224,0.0080216685,0.04057242,0.047546905,0.01219256,0.013794032,0.006387906,0.020964595,0.020096105,0.017303426,0.011089279,0.055145618,0.027724842,0.0152688455,0.0064304494,0.03872043,0.029364606,0.013938806,0.022158273,0.038388938,0.025106769,0.051649507,0.01935244,0.009924687,0.01234032,0.036000427,0.08776039,0.006845838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
17,0.081829175,0.005147805,0.038791403,0.012465389,0.010495879,0.01754684,0.0037844318,0.015522597,0.011959531,0.14024374,0.043982163,0.0074969674,0.016343199,0.04034158,0.035010464,0.034238856,0.021635145,0.020756884,0.034651726,0.033174887,0.08989465,0.038873613,0.008957456,0.011423975,0.06390212,0.009423543,0.0042267004,0.004199729,0.006617117,0.010570172,0.040925387,0.04681287,0.014487164,0.012407885,0.007084393,0.024408214,0.02043874,0.020303547,0.011689356,0.058503415,0.031832978,0.019339038,0.012245544,0.041160382,0.034138795,0.019047663,0.025831735,0.02912646,0.036104545,0.059973054,0.020409545,0.004571866,0.01431884,0.03432766,0.058978286,0.0064673144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
18,0.08059809,0.008537616,0.03158548,0.017888086,0.01057128,0.01370753,0.0044188225,0.014082251,0.015285785,0.091749765,0.048021495,0.0066848495,0.018801197,0.046424247,0.031703357,0.046126142,0.028164051,0.02438408,0.040020425,0.032069836,0.06272183,0.028196245,0.0071335384,0.010475146,0.07163325,0.007323585,0.005891575,0.005195725,0.007694536,0.008283405,0.035342433,0.038380094,0.010733111,0.014557899,0.010802575,0.021826494,0.017484441,0.029692225,0.010088788,0.06637143,0.035820358,0.022761762,0.010315775,0.029859366,0.02270012,0.01609423,0.014003496,0.026414793,0.053617574,0.05799499,0.01879653,0.005767192,0.013626578,0.03503984,0.074300446,0.008387533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
19,0.08163055,0.007899609,0.030624177,0.016557062,0.0108868275,0.010120018,0.00458379,0.013726795,0.012259699,0.09343593,0.037272967,0.0061789253,0.020805664,0.055064976,0.02507854,0.03877482,0.021998497,0.019480668,0.034209102,0.022773948,0.06609678,0.031123053,0.0046561738,0.008358692,0.07525209,0.006620459,0.0053383745,0.0034147077,0.0074023358,0.011508729,0.030508567,0.035869565,0.011473741,0.02502018,0.007473281,0.018014867,0.016581366,0.02121383,0.009929953,0.06130062,0.033470318,0.015290656,0.009874278,0.02542948,0.023699146,0.01433718,0.014637955,0.014622802,0.04730243,0.03808625,0.014281929,0.0097531155,0.010878987,0.03425542,0.06362583,0.0070571275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20,0.09588761,0.0054233656,0.029744657,0.010186544,0.01032131,0.014045765,0.004648194,0.010144804,0.011382634,0.080218054,0.030641614,0.008987064,0.01579877,0.05454894,0.028442321,0.044152237,0.019176982,0.0165818,0.02532419,0.024444548,0.06538793,0.03398609,0.0056554866,0.008433321,0.075703755,0.00676151,0.0055697896,0.003944462,0.006183462,0.011292756,0.03448352,0.034513395,0.010250312,0.021437531,0.0072848434,0.01714192,0.01809227,0.025576359,0.010078119,0.05184478,0.028913924,0.019190036,0.008907815,0.021925692,0.017672496,0.018065842,0.013031888,0.014247772,0.044984933,0.044002965,0.00973218,0.009632148,0.0074241534,0.029660987,0.06843266,0.006106024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21,0.09002694,0.0061835437,0.022398679,0.013824261,0.012070295,0.01132152,0.005190967,0.009778118,0.012783747,0.11594378,0.04218531,0.008773996,0.013189384,0.043617062,0.023962943,0.03543087,0.027610831,0.01434289,0.020286916,0.016019026,0.06060879,0.02187566,0.0042630895,0.007787928,0.057251014,0.0066439547,0.006153809,0.004265603,0.00872577,0.009779815,0.026931288,0.028172024,0.011512572,0.027892817,0.00976486,0.019692503,0.014291436,0.01710901,0.014326329,0.05467658,0.028318146,0.016577842,0.007427649,0.039851785,0.013145772,0.014373037,0.011333161,0.014533534,0.050181914,0.027932907,0.008677564,0.0050198613,0.009707748,0.038356315,0.06590128,0.0043220576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
22,0.0764027,0.008751521,0.021609485,0.011237941,0.015858617,0.012099272,0.004299189,0.0073039774,0.016166957,0.1001199,0.031094722,0.0069437837,0.01052153,0.044061743,0.030553719,0.03226224,0.020951169,0.019934773,0.017441517,0.021092582,0.056846857,0.03456912,0.003529522,0.009164328,0.06557068,0.0057162037,0.004449486,0.0029669025,0.008240221,0.008048697,0.029244768,0.030014906,0.012299755,0.024899386,0.0062404354,0.013929888,0.017919397,0.015356368,0.008622746,0.041570496,0.029972423,0.014273454,0.007161348,0.023554666,0.009837315,0.01514422,0.0082944585,0.008480754,0.04273661,0.019354645,0.00765406,0.006858889,0.011217635,0.034168154,0.046359994,0.0042927763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
23,0.0569043,0.007812044,0.023929326,0.010356655,0.0138987675,0.011447963,0.004850336,0.009308881,0.011398133,0.11573178,0.03842501,0.009894614,0.011697405,0.060354132,0.024811156,0.049520742,0.0231534,0.020350825,0.021961393,0.016448904,0.0648684,0.02241851,0.0034178498,0.0072298273,0.07929832,0.006429116,0.0066319676,0.00365001,0.0115095945,0.00806958,0.03157093,0.020886287,0.016793307,0.028485633,0.0067956373,0.012311559,0.014676596,0.013551267,0.009838952,0.039139174,0.024700204,0.011559213,0.011179104,0.022706835,0.008842885,0.018940564,0.008355432,0.007383489,0.029369969,0.019558953,0.010543885,0.005849457,0.00904991,0.0413197,0.04217131,0.0038399517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
24,0.059325833,0.007271878,0.01777745,0.006928338,0.011361298,0.0113338865,0.004692216,0.0076819775,0.011148787,0.057258543,0.02670603,0.00852262,0.010625496,0.054166105,0.015324597,0.03759001,0.017071461,0.019458145,0.025728507,0.013212688,0.048444342,0.028321944,0.003881002,0.008224563,0.08026478,0.005529014,0.007272915,0.0043046973,0.008689165,0.006611509,0.021442212,0.020819267,0.014484561,0.025879206,0.007822574,0.014078264,0.010268604,0.01730303,0.009421104,0.03969736,0.028056333,0.010672628,0.008124347,0.023818213,0.009524727,0.016194342,0.0058612768,0.008602463,0.03190622,0.022029264,0.0079529565,0.0078098043,0.009999783,0.019780835,0.03803602,0.0052577225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
25,0.062906265,0.007357022,0.020704435,0.0057588164,0.008736937,0.015381613,0.004392963,0.0063088066,0.011952615,0.0724503,0.034090966,0.00856644,0.008781255,0.054285336,0.018829105,0.031483054,0.023888076,0.012720771,0.016690671,0.016766312,0.065430425,0.022846904,0.0048268405,0.0069451868,0.07617595,0.0050656386,0.006276382,0.0036054847,0.010776557,0.0049349912,0.025851414,0.018018423,0.012073255,0.022716513,0.0076754764,0.01000493,0.016237587,0.015874827,0.008794569,0.030075734,0.023638718,0.015462867,0.011525073,0.018196587,0.011144444,0.014206624,0.005613995,0.0054333704,0.025980156,0.023983784,0.010429196,0.009305215,0.0089771,0.032311182,0.03260253,0.004957396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
26,0.060432605,0.0058399527,0.015814465,0.004438603,0.010371378,0.015866593,0.004526561,0.0042000525,0.011580752,0.068358034,0.02501368,0.006627899,0.011159384,0.061634723,0.017940592,0.023688475,0.017329393,0.012954081,0.020699047,0.015304761,0.052391633,0.02142708,0.004153646,0.006137131,0.05867096,0.003700968,0.0050010076,0.004397005,0.009102781,0.008064703,0.019508585,0.014885633,0.010714838,0.022081684,0.0065612835,0.010448846,0.010620771,0.012245207,0.0065716607,0.0341167,0.018676681,0.01294842,0.014105826,0.022806395,0.007041849,0.0132824825,0.009342084,0.004648093,0.017946215,0.011244823,0.010257181,0.009866253,0.0073488397,0.019738974,0.035169054,0.004427449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
27,0.051804975,0.0060619484,0.0147382,0.0054765767,0.008072471,0.014808864,0.0024434824,0.003848713,0.010470579,0.06876435,0.028645016,0.0071293632,0.005818345,0.062420815,0.010071596,0.03258609,0.0151798185,0.0131355105,0.0135859735,0.013902031,0.037976947,0.019528257,0.0035286816,0.0066469773,0.071220286,0.003519534,0.004180341,0.0031857104,0.0071832575,0.006223781,0.018899633,0.012488531,0.014541557,0.020303158,0.0059095183,0.008410425,0.0120164715,0.014976032,0.0077585718,0.037118565,0.014871637,0.012679143,0.010791912,0.02331315,0.005969184,0.00799619,0.007559973,0.0039204014,0.01537618,0.018161058,0.009598569,0.009006979,0.0058055017,0.012919277,0.028833669,0.0032878167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
28,0.03593334,0.0050972877,0.011637225,0.0061131106,0.008329854,0.014192214,0.002973162,0.0038763199,0.0073367413,0.049465228,0.03718527,0.0042022956,0.0085563455,0.05572951,0.010722684,0.028258312,0.014750356,0.011367737,0.009750169,0.008925688,0.044136625,0.015343924,0.0027210014,0.008148065,0.07763609,0.0042406823,0.0048821727,0.0039451085,0.008299347,0.004125008,0.022746583,0.009557329,0.011658867,0.028153501,0.0041441014,0.006645784,0.015053525,0.011068051,0.007528422,0.03118346,0.013071561,0.014016533,0.009756887,0.018910673,0.0048490493,0.016957527,0.008153568,0.0053997026,0.012144827,0.013359279,0.007912301,0.008732961,0.006934175,0.019011248,0.026851587,0.0053552184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
29,0.026578391,0.003920337,0.008277808,0.0027350823,0.0049632704,0.0097632175,0.002716721,0.0028264374,0.011558371,0.026924066,0.011693716,0.004048458,0.005389928,0.026526675,0.011545322,0.018942138,0.01895431,0.010256986,0.008668194,0.012483474,0.034598067,0.020165859,0.0015043434,0.0058279424,0.04304132,0.0026403586,0.0055087293,0.002122035,0.01053713,0.0038589886,0.020321248,0.008854868,0.010533144,0.020033412,0.0042601586,0.0063316026,0.010409164,0.009610999,0.004791989,0.023775246,0.016665496,0.0077560856,0.008170793,0.023710104,0.003991059,0.010432924,0.005618247,0.004780999,0.014277885,0.010955616,0.004680359,0.006602495,0.0053199455,0.014196105,0.018050654,0.0034708472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0.027279586,0.004903603,0.012972842,0.007398194,0.0040934477,0.010312722,0.0021864816,0.00530706,0.010698115,0.008188105,0.006597161,0.0014592889,0.00399247,0.0045870324,0.011843662,0.007859869,0.0038501876,0.0098841,0.003770098,0.006118092,0.012732722,0.0049124286,0.0020415764,0.0028840972,0.013688852,0.008564727,0.01741667,0.0013218824,0.004673999,0.006950969,0.017630113,0.043644544,0.017219765,0.014648069,0.0041277003,0.021305742,0.01938302,0.009578186,0.004123829,0.011479921,0.0055579557,0.0040084086,0.009068459,0.008521026,0.01330451,0.008405436,0.0031062234,0.009204398,0.015991881,0.008257695,0.0072206,0.0026859494,0.009506464,0.014237402,0.0031780535,0.003002346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,0.036405735,0.0084234355,0.034944,0.01059405,0.007437581,0.031510722,0.0024160352,0.0039721886,0.010180314,0.009556378,0.008221468,0.0048365085,0.0037150772,0.01258098,0.017927459,0.011347897,0.005172984,0.013652575,0.011914821,0.010239131,0.020702476,0.0082204435,0.002642733,0.0031144922,0.015340752,0.012184461,0.009732404,0.002500179,0.023775494,0.008756111,0.044529334,0.020193156,0.011504348,0.013059777,0.0061815577,0.033432133,0.01710703,0.01483209,0.0035616984,0.01504205,0.008696644,0.005381272,0.0059989,0.010265779,0.022429435,0.013081592,0.0069396854,0.010358385,0.020852769,0.008177712,0.007573659,0.0032169826,0.012159324,0.014335074,0.004411136,0.0033815324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2,0.027012695,0.006087547,0.03159031,0.014805049,0.007854908,0.020649226,0.0031855553,0.004370002,0.0089327255,0.010921428,0.0048348545,0.004778766,0.0048905024,0.013995604,0.017964635,0.014611823,0.0074295155,0.022558173,0.012317575,0.011254916,0.022355363,0.008304828,0.0032689592,0.0035091287,0.011803983,0.008696713,0.00915001,0.0015611103,0.017109822,0.014699427,0.06821153,0.019577708,0.009659282,0.013793354,0.007388406,0.048597638,0.038687337,0.0142603,0.004219439,0.010661391,0.008918343,0.004107147,0.0047250222,0.0112979505,0.019729126,0.013391957,0.008142872,0.013594382,0.021331796,0.009992,0.008490927,0.0030532603,0.0071799015,0.015421116,0.007276393,0.0035091173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3,0.04525321,0.015145864,0.018434973,0.013516506,0.00737822,0.023214672,0.0029701015,0.005007588,0.012685796,0.010619369,0.006522662,0.002693694,0.005592958,0.013080583,0.01880808,0.012849216,0.009740005,0.014646174,0.012623451,0.010311445,0.033630308,0.014114067,0.004253446,0.0056047807,0.03152478,0.018339157,0.015962921,0.0018298314,0.013520334,0.016728757,0.044838205,0.057059016,0.016199768,0.010207894,0.008123131,0.043834012,0.018048929,0.010178247,0.005130097,0.01579422,0.011155363,0.006065525,0.0041427165,0.010289915,0.025762865,0.013923895,0.0062443507,0.01150715,0.021756545,0.021836663,0.008353182,0.005243828,0.0074629486,0.014351016,0.0073954267,0.0056032767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
